,0
rmse,0.7936197575510727
mae,0.6114150341011549
prec10t4,0.8232407422565267
tailprec10t4,0.8376239961739731
prec10t4_frac,0.751562909589317
tailprec10t4_frac,0.712802851411261
prec5t4,0.8252834328803672
tailprec5t4,0.8384517025266204
prec5t4_frac,0.751562909589317
tailprec5t4_frac,0.712802851411261
rec10t4,0.9772801858901282
tailrec10t4,0.9840953376986656
rec10t4_frac,0.751562909589317
tailrec10t4_frac,0.712802851411261
rec5t4,0.9271425636206807
tailrec5t4,0.944291183645521
rec5t4_frac,0.751562909589317
tailrec5t4_frac,0.712802851411261
ndcg10,0.8210038581603364
tailndcg10,0.8195483764069585
ndcg10_frac,0.06104623790563548
tailndcg10_frac,0.042684598479342785
ndcg5,0.8203189865620594
tailndcg5,0.8215227282699455
ndcg5_frac,0.17610861204473388
tailndcg5_frac,0.13613914404109054
ndcgfull,0.9582972438789279
tailndcgfull,0.9637926565568723
ndcgfull_frac,1.0
tailndcgfull_frac,1.0
hits,1.7171704958325513
tailhits,1.4312415495961157
hits_frac,1.0
tailhits_frac,1.0
normhits,0.822545055819844
tailnormhits,0.8371945532132985
normhits_frac,0.751562909589317
tailnormhits_frac,0.712802851411261
avgrating,3.8344156001856478
tailavgrating,3.8098040440401797
avgrating_frac,1.0
tailavgrating_frac,1.0
avgest,3.8772113668968524
tailavgest,3.862469815947396
avgest_frac,1.0
tailavgest_frac,1.0
falsepos,0.3896577682060928
tailfalsepos,0.30755917844153535
falsepos_frac,1.0
tailfalsepos_frac,1.0
totalhits,14739.6
tailtotalhits,10482.0
totalhits_frac,1.0
tailtotalhits_frac,1.0
